circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Kanbha BO,382430,BO,Delivery,AHMADABAD,GUJARAT,23.0242078,72.6904694
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Kathwada BO,382430,BO,Delivery,AHMADABAD,GUJARAT,23.060794,72.714069
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Chandial BO,382433,BO,Delivery,AHMADABAD,GUJARAT,23.014467,72.809265
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Ranodra BO,382433,BO,Delivery,AHMADABAD,GUJARAT,22.962718,72.800771
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Undrel BO,382433,BO,Delivery,AHMADABAD,GUJARAT,22.95514,72.773101
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Ode BO,382427,BO,Delivery,AHMADABAD,GUJARAT,NA,NA
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Pirana BO,382425,BO,Delivery,AHMADABAD,GUJARAT,22.879663,72.541372
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Vasai BO,382425,BO,Delivery,AHMADABAD,GUJARAT,NA,NA
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Lambha BO,382405,BO,Delivery,AHMADABAD,GUJARAT,22.932772,72.575012
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Kali BO,382470,BO,Delivery,AHMADABAD,GUJARAT,23.09422,72.57487
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Ramol B.O,382449,BO,Delivery,AHMADABAD,GUJARAT,22.9785591,72.6546589
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Vivekanandnagar BO,382445,BO,Delivery,AHMADABAD,GUJARAT,22.945394,72.668149
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Ellisbridge SO,380006,PO,Delivery,AHMADABAD,GUJARAT,23.018508,72.569819
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Gujarat University SO,380009,PO,Non Delivery,AHMADABAD,GUJARAT,23.032196,72.578457
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,I I M SO,380015,PO,Non Delivery,AHMADABAD,GUJARAT,23.034048,72.534717
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Jivraj Park SO,380051,PO,Delivery,AHMADABAD,GUJARAT,23.004847,72.520865
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Motera SO,380005,PO,Non Delivery,AHMADABAD,GUJARAT,23.1057,72.605401
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Paldi SO Ahmedabad,380007,PO,Delivery,AHMADABAD,GUJARAT,23.007355,72.557119
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Polytechnic SO Ahmedabad,380015,PO,Non Delivery,AHMADABAD,GUJARAT,23.032196,72.578457
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Ghuma S.O,380058,PO,Non Delivery,AHMADABAD,GUJARAT,23.031364,72.451198
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Bapunagar SO,380024,PO,Non Delivery,AHMADABAD,GUJARAT,23.029718,72.626586
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Behrampura SO,380022,PO,Delivery,AHMADABAD,GUJARAT,23.010425,72.586792
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Ctm Char Rasta SO,380026,PO,Non Delivery,AHMADABAD,GUJARAT,22.992553,72.632006
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Daxini Society SO,380008,PO,Non Delivery,AHMADABAD,GUJARAT,22.991151,72.614369
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Jamalpur SO Ahmedabad,380001,PO,Non Delivery,AHMADABAD,GUJARAT,23.016095,72.587501
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Municipal Corporation SO,380001,PO,Non Delivery,AHMADABAD,GUJARAT,23.02088,72.58617
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Nandej SO,382435,PO,Delivery,AHMADABAD,GUJARAT,22.888611,72.686032
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Raipur SO Ahmedabad,380001,PO,Non Delivery,AHMADABAD,GUJARAT,23.020803,72.591507
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Vastral SO,382418,PO,Delivery,AHMADABAD,GUJARAT,23.005161,72.653415
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Nirnaynagar SO,382481,PO,Non Delivery,AHMADABAD,GUJARAT,23.072973,72.560596
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Bhat BO,382210,BO,Delivery,AHMADABAD,GUJARAT,22.877817,72.464462
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Chamla BO,382433,BO,Delivery,AHMADABAD,GUJARAT,23.009455,72.82257
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Kaniyel BO,382433,BO,Delivery,AHMADABAD,GUJARAT,22.967712,72.836691
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Limbadia BO,382330,BO,Delivery,AHMADABAD,GUJARAT,23.12472,72.683946
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Dhamatvan BO,382435,BO,Delivery,AHMADABAD,GUJARAT,22.957017,72.72812
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Jagatpur BO,382470,BO,Delivery,AHMADABAD,GUJARAT,23.111883,72.545069
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Ognaj BO,380060,BO,Delivery,AHMADABAD,GUJARAT,23.11646,72.51344
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Gatrad B.O,382449,BO,Delivery,AHMADABAD,GUJARAT,22.978521,72.709901
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Navrangpura HO,380009,HO,Delivery,AHMADABAD,GUJARAT,23.034955,72.563609
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Revdibazar HO,380002,HO,Non Delivery,AHMADABAD,GUJARAT,23.028048,72.598523
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Bopal SO,380058,PO,Delivery,AHMADABAD,GUJARAT,23.032196,72.578457
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Gandhi Ashram SO Ahmedabad,380027,PO,Delivery,AHMADABAD,GUJARAT,23.063327,72.581808
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Ghatlodia SO,380061,PO,Delivery,AHMADABAD,GUJARAT,23.068571,72.543114
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,O N G C SO,380005,PO,Non Delivery,AHMADABAD,GUJARAT,23.102683,72.585023
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Railway Colony SO Ahmedabad,380019,PO,Delivery,AHMADABAD,GUJARAT,23.098261,72.580299
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Sabarmati SO,380005,PO,Delivery,AHMADABAD,GUJARAT,23.079513,72.589897
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Shastrinagar SO Ahmedabad,380013,PO,Non Delivery,AHMADABAD,GUJARAT,23.064536,72.555998
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Civil Hospital SO,380016,PO,Delivery,AHMADABAD,GUJARAT,23.049684,72.607038
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Kubernagar SO,382340,PO,Delivery,AHMADABAD,GUJARAT,23.07686,72.645915
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Odhav Industrial Estate SO,382415,PO,Delivery,AHMADABAD,GUJARAT,23.020521,72.659728
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Saijpur Bogha SO,382345,PO,Delivery,AHMADABAD,GUJARAT,23.059244,72.637678
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,T B Nagar SO,382350,PO,Delivery,AHMADABAD,GUJARAT,23.041585,72.642871
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Bhairavnath Road SO,380028,PO,Non Delivery,AHMADABAD,GUJARAT,22.997354,72.594864
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Dariapur SO Ahmedabad,380001,PO,Non Delivery,AHMADABAD,GUJARAT,23.034994,72.589783
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Gheekanta Road SO,380001,PO,Non Delivery,AHMADABAD,GUJARAT,23.031134,72.587722
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Ghodasar SO Ahmedabad,380050,PO,Delivery,AHMADABAD,GUJARAT,22.985094,72.611236
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Isanpur SO,382443,PO,Delivery,AHMADABAD,GUJARAT,22.983023,72.597173
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Narol SO,382405,PO,Delivery,AHMADABAD,GUJARAT,22.962597,72.591018
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Vatva SO,382445,PO,Non Delivery,AHMADABAD,GUJARAT,22.958173,72.611975
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Chandlodiya SO,382481,PO,Delivery,AHMADABAD,GUJARAT,23.081193,72.55128
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Vatva Industrial Estate SO,382445,PO,Delivery,AHMADABAD,GUJARAT,22.960762,72.638216
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Shela BO,380058,BO,Delivery,AHMADABAD,GUJARAT,23.009579,72.442649
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Chandkheda BO,382424,BO,Delivery,AHMADABAD,GUJARAT,23.113195,72.582651
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Bakrol BO,382210,BO,Delivery,AHMADABAD,GUJARAT,23.029651,72.626689
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Kasindra BO,382210,BO,Delivery,AHMADABAD,GUJARAT,22.894224,72.491112
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Sanathal BO,382210,BO,Delivery,AHMADABAD,GUJARAT,22.972973,72.468245
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Bakrol BO,382430,BO,Delivery,AHMADABAD,GUJARAT,22.923977,72.547911
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Vehlal BO,382330,BO,Delivery,AHMADABAD,GUJARAT,23.07972,72.76125
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Miroli BO,382425,BO,Delivery,AHMADABAD,GUJARAT,22.879663,72.541372
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Paldi Kankaj BO,382425,BO,Delivery,AHMADABAD,GUJARAT,22.898425,72.516231
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Hirapur BO,382435,BO,Delivery,AHMADABAD,GUJARAT,NA,NA
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Saijpur BO,382405,BO,Delivery,AHMADABAD,GUJARAT,22.962064,72.560226
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Gota BO,382481,BO,Non Delivery,AHMADABAD,GUJARAT,NA,NA
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Tragad BO,382470,BO,Delivery,AHMADABAD,GUJARAT,23.12918,72.5586
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Lapkaman BO,380060,BO,Delivery,AHMADABAD,GUJARAT,23.12884,72.49803
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Hathijan BO,382445,BO,Delivery,AHMADABAD,GUJARAT,NA,NA
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Vinzol BO,382445,BO,Delivery,AHMADABAD,GUJARAT,22.951053,72.641542
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Bodakdev SO,380054,PO,Delivery,AHMADABAD,GUJARAT,23.044141,72.522147
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Darpan Society SO,380009,PO,Non Delivery,AHMADABAD,GUJARAT,23.047151,72.552753
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Narayannagar SO,380007,PO,Non Delivery,AHMADABAD,GUJARAT,22.998369,72.560181
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Ranip SO,382480,PO,Delivery,AHMADABAD,GUJARAT,23.074716,72.572032
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,S A C SO,380015,PO,Non Delivery,AHMADABAD,GUJARAT,23.027696,72.517625
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Sarkhej Road SO,380007,PO,Non Delivery,AHMADABAD,GUJARAT,23.023546,72.58174
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,New Ranip,382470,PO,Non Delivery,AHMADABAD,GUJARAT,23.09435387,72.56675223
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Kathwada Maize Product SO,382430,PO,Delivery,AHMADABAD,GUJARAT,23.024548,72.694473
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,N C Market SO,380002,PO,Non Delivery,AHMADABAD,GUJARAT,23.018464,72.59878
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Naroda I E SO,382330,PO,Delivery,AHMADABAD,GUJARAT,23.082874,72.667409
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Railwaypura SO,380002,PO,Delivery,AHMADABAD,GUJARAT,23.082874,72.667409
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Rajpur Gomtipur SO,380021,PO,Delivery,AHMADABAD,GUJARAT,23.013413,72.611874
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Rakhial Udyog Vistar SO,380023,PO,Delivery,AHMADABAD,GUJARAT,23.020662,72.626245
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Saraspur SO,380018,PO,Delivery,AHMADABAD,GUJARAT,23.025874,72.624663
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Shahibag SO,380004,PO,Delivery,AHMADABAD,GUJARAT,23.059291,72.592386
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Shahpur SO Ahmedabad,380004,PO,Non Delivery,AHMADABAD,GUJARAT,23.040064,72.578339
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Nikol SO,380049,PO,Delivery,AHMADABAD,GUJARAT,23.033766,72.662334
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,DELIVERY HUB AHMEDABAD,380003,PO,Delivery,AHMADABAD,GUJARAT,23.04,72.59
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Aslali SO,382427,PO,Delivery,AHMADABAD,GUJARAT,22.915218,72.59306
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Gandhi Road SO Ahmedabad,380001,PO,Non Delivery,AHMADABAD,GUJARAT,23.024818,72.590647
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Jawahar Chowk SO,380008,PO,Non Delivery,AHMADABAD,GUJARAT,22.99508,72.603594
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Khokhara Mehmadabad SO,380008,PO,Non Delivery,AHMADABAD,GUJARAT,23.001658,72.616878
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Lal Darwaja SO,380001,PO,Non Delivery,AHMADABAD,GUJARAT,23.025629,72.58016
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Shah Alam Roza SO,380028,PO,Delivery,AHMADABAD,GUJARAT,22.998095,72.58989
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Fatewadi BO,382210,BO,Delivery,AHMADABAD,GUJARAT,22.97601,72.498976
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Vishalpur BO,382210,BO,Delivery,AHMADABAD,GUJARAT,22.911611,72.487766
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Kubadthal BO,382430,BO,Delivery,AHMADABAD,GUJARAT,23.033567,72.758744
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Pasunj BO,382430,BO,Delivery,AHMADABAD,GUJARAT,23.037077,72.798718
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Bhavda BO,382433,BO,Delivery,AHMADABAD,GUJARAT,22.971551,72.771466
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Medra BO,382330,BO,Delivery,AHMADABAD,GUJARAT,23.118941,72.714422
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Pardhol BO,382330,BO,Delivery,AHMADABAD,GUJARAT,23.095606,72.726643
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Girmatha BO,382425,BO,Delivery,AHMADABAD,GUJARAT,22.877825,72.551355
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Geratpur BO,382435,BO,Delivery,AHMADABAD,GUJARAT,22.920627,72.648634
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Harniav BO,382435,BO,Delivery,AHMADABAD,GUJARAT,22.922235,72.749554
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Gyaspur BO,382405,BO,Delivery,AHMADABAD,GUJARAT,22.966644,72.539031
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,B D Cell Ahmedabad City,380009,PO,Non Delivery,AHMADABAD,GUJARAT,23.04,72.57
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,D Cabin SO,380019,PO,Non Delivery,AHMADABAD,GUJARAT,23.104082,72.570112
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Jodhpur Char Rasta SO,380015,PO,Non Delivery,AHMADABAD,GUJARAT,23.0268,72.52333
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Manekbag SO,380015,PO,Delivery,AHMADABAD,GUJARAT,23.015392,72.543014
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Memnagar SO,380052,PO,Delivery,AHMADABAD,GUJARAT,23.045133,72.531672
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Nava Vadaj SO,380013,PO,Non Delivery,AHMADABAD,GUJARAT,23.052198,72.555163
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Sarkhej SO,382210,PO,Delivery,AHMADABAD,GUJARAT,22.9871059,72.5008461
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Vadaj SO,380013,PO,Non Delivery,AHMADABAD,GUJARAT,23.050209,72.571517
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Cantonment SO,380004,PO,Non Delivery,AHMADABAD,GUJARAT,23.070036,72.607557
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Delhi Gate SO Ahmedabad,380004,PO,Non Delivery,AHMADABAD,GUJARAT,23.040167,72.588339
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Girdharnagar SO,380004,PO,Non Delivery,AHMADABAD,GUJARAT,23.047616,72.598123
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,I E Bapunagar SO,380024,PO,Delivery,AHMADABAD,GUJARAT,23.025837,72.624541
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Madhupura Market SO,380004,PO,Non Delivery,AHMADABAD,GUJARAT,23.046634,72.583567
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Naroda S A SO,382330,PO,Non Delivery,AHMADABAD,GUJARAT,23.070027,72.652202
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Naroda SO,382330,PO,Non Delivery,AHMADABAD,GUJARAT,23.074621,72.658447
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Sukhrampura SO,380023,PO,Non Delivery,AHMADABAD,GUJARAT,23.012137,72.626433
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,District Court SO Ahmedabad,380001,PO,Non Delivery,AHMADABAD,GUJARAT,23.023546,72.58174
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Khadia SO,380001,PO,Non Delivery,AHMADABAD,GUJARAT,23.024344,72.594984
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Maninagar SO,380008,PO,Delivery,AHMADABAD,GUJARAT,22.998855,72.601144
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,S A Mills SO,380008,PO,Non Delivery,AHMADABAD,GUJARAT,23.002886,72.619061
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Digvijaynagar SO,382470,PO,Delivery,AHMADABAD,GUJARAT,23.11254,72.56382
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Jantanagar S.O,382449,PO,Delivery,AHMADABAD,GUJARAT,23.005161,72.653415
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Sola SO,380060,PO,Non Delivery,AHMADABAD,GUJARAT,23.072578,72.515861
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Dr. BAOU SO,382481,PO,Non Delivery,AHMADABAD,GUJARAT,23.12454,72.545224
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Kolat BO,382210,BO,Delivery,AHMADABAD,GUJARAT,22.9673,72.430206
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Navapura BO,382210,BO,Delivery,AHMADABAD,GUJARAT,22.947864,72.44832
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Telav BO,382210,BO,Delivery,AHMADABAD,GUJARAT,22.986202,72.413541
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Bhuvaldi BO,382430,BO,Delivery,AHMADABAD,GUJARAT,23.033152,72.717164
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Kujad BO,382430,BO,Delivery,AHMADABAD,GUJARAT,23.060085,72.711379
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Zanu BO,382430,BO,Delivery,AHMADABAD,GUJARAT,23.024207,72.690469
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Chaulaj BO,382433,BO,Delivery,AHMADABAD,GUJARAT,22.925469,72.780088
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Vadod BO,382433,BO,Delivery,AHMADABAD,GUJARAT,22.984029,72.788223
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Bilasia BO,382330,BO,Delivery,AHMADABAD,GUJARAT,23.082749,72.666301
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Jetalpur BO,382427,BO,Delivery,AHMADABAD,GUJARAT,22.890486,72.597387
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Mahijada BO,382425,BO,Delivery,AHMADABAD,GUJARAT,22.828733,72.532756
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Muktipur BO,382425,BO,Delivery,AHMADABAD,GUJARAT,22.828117,72.553572
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Timba BO,382425,BO,Delivery,AHMADABAD,GUJARAT,NA,NA
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Gamdi BO,382435,BO,Delivery,AHMADABAD,GUJARAT,22.906222,72.636737
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Shahwadi BO,382405,BO,Delivery,AHMADABAD,GUJARAT,22.963889,72.582218
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Vanch B.O,382449,BO,Delivery,AHMADABAD,GUJARAT,22.951372,72.679619
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Shilaj BO,380059,BO,Delivery,AHMADABAD,GUJARAT,23.05538,72.46927
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Chandkheda Society Area SO,382424,PO,Delivery,AHMADABAD,GUJARAT,23.107284,72.584648
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Juhapura SO,380055,PO,Delivery,AHMADABAD,GUJARAT,22.995413,72.528221
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Naranpura Vistar SO,380013,PO,Delivery,AHMADABAD,GUJARAT,23.052198,72.555163
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Navjivan SO,380014,PO,Non Delivery,AHMADABAD,GUJARAT,23.038852,72.568768
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Sola H B C SO,380063,PO,Delivery,AHMADABAD,GUJARAT,23.03219,72.578457
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,South Bopal S.O,380057,PO,Delivery,AHMADABAD,GUJARAT,23.020833,72.473889
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Asarwa Chakla SO,380016,PO,Non Delivery,AHMADABAD,GUJARAT,23.043302,72.604989
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Asarwa Ext South SO,380024,PO,Non Delivery,AHMADABAD,GUJARAT,23.038923,72.62565
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Krishnanagar SO Ahmedabad,382345,PO,Non Delivery,AHMADABAD,GUJARAT,23.056124,72.643665
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Kuha SO,382433,PO,Delivery,AHMADABAD,GUJARAT,23.00097,72.795944
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Meghaningar SO,380016,PO,Non Delivery,AHMADABAD,GUJARAT,23.057106,72.61875
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Noblenagar SO,382340,PO,Non Delivery,AHMADABAD,GUJARAT,23.091374,72.653367
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Sardarnagar SO,382475,PO,Delivery,AHMADABAD,GUJARAT,23.086591,72.638998
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Nana Chiloda SO,382330,PO,Non Delivery,AHMADABAD,GUJARAT,23.109229,72.660107
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Amraiwadi SO,380026,PO,Delivery,AHMADABAD,GUJARAT,23.010919,72.658903
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Bareja SO Ahmedabad,382425,PO,Delivery,AHMADABAD,GUJARAT,22.852197,72.589744
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Raikhad SO,380001,PO,Non Delivery,AHMADABAD,GUJARAT,23.019722,72.579146
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Gujarat High Court SO,380060,PO,Delivery,AHMADABAD,GUJARAT,23.079378,72.523469
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Thaltej SO,380059,PO,Delivery,AHMADABAD,GUJARAT,23.049067,72.511326
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Sughad BO,382424,BO,Delivery,GANDHINAGAR,GUJARAT,23.121871,72.620085
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,NDC Ellisbridge,380010,PO,Delivery,NA,NA,23.018508,72.569819
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,NDC Maninagar,380011,PO,Delivery,NA,NA,22.998855,72.601144
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,NDC Naranpura Vistar,380012,PO,Delivery,NA,NA,23.052198,72.555163
